Lemma	Glosses
אַשּׁוּר	Asshur;Assyria;Assyrian;Assyrians;step_of;steps_of
אַשּׁוּרִים	Asshurim
אַשְׂרִיאֵל	Asriel
אַשְׂרִיאֵלִי	Asrielites
אַתְּ	you
אַתִּיק	galleries;galleries_of;gallery
אַתֵּן	you
אַתֵּנָה	you
אַתֶּם	you;yourselves
אַתָּה	you;your;yours;yourself
אַתּוּן	furnace;furnace_of
אָב	-abi;Abi-;ancestor's_of;ancestor_of;ancestors'_of;ancestors_of;ancestral;ancestral_of;families;families_of;family;family_of;father;father's;father's_of;father_of;fathers;fathers';fathers'_of;fathers_of;grandfather's_of;grandfather_of;my_father;parents;predecessors_of;would_that
אָבִיב	abib;ear;fresh_heads_of_grain
אָבִיר	mighty_one_of
אָבֵל	Abel;laments_of;mourn;mourn_of;mourners;mourners_of;mourning;stone
אָבֵל בֵּיתמַעֲכָה	-beth-;-maacah
אָבֵל בֵּית מַעֲכָה	Abel-
אָבֵל הַשִּׁטִּים	-shittim;Abel-
אָבֵל כְּרָמִים	-keramim;Abel-
אָבֵל מְחוֹלָה	-meholah;Abel-
אָבֵל מִצְרַיִם	-mizraim;Abel-
אָבַד	annihilate;annihilated;banish;blot_out;bringing_~_to_ruin;broken;caused_~_to_perish;comes_to_nothing;corrupts;destroy;destroyed;destroying;destroys;destruction;fail;gone;lose;loses;lost;perish;perished;perishes;perishing;ruined;silence;squander;there_is_no;to_be_destroyed;to_destroy;to_perish;void_of;wandering;wiped_out;wretched;you_destroy;you_will_be_destroyed;you_will_perish
אָבַךְ	swirled_upward
אָבַל	caused_grieving;caused_~_to_lament;dries_up;lament;mourn;mourned;mourning;mourns;pretend_to_be_a_mourner
אָבַס	fattened
אָבַק	wrestled
אָבַר	soars
אָבָה	accept;consent;have;submit;will;willing;would;yield
אָבָק	dust;dust_of;fine_dust;powder
אָגֵא	Agee
אָגֵם	grieved_of
אָגַר	gather;gathers
אָגוּר	Agur
אָדַב	grieve
אָדַר	glorious_of;majestic;make_~_glorious
אָדַשׁ	go_on
אָדָם	Adam;adam;another;any;anyone;common_sort;human;human_being;human_beings;human_life;humanity;humankind;humans;man;man's;mankind;men;men's;mortal;mortals;one;others;people;person;person's;person_of;persons;population;someone
אָדֹון	Lord_of;lord_of;lords_of
אָדֹם	dyed_red;red;ruddy
אָדוֹן	husbands_of;lord;Lord;lord's_of;lord_of;Lord_of;lords;lords_of;master;master's_of;master_of;masters_of;owner_of;supervisors_of
אָה	the
אָהֵב	beloved;companions_of;fell_in_love;fell_in_love_with;friend;friend_of;friends_of;like;likes;love;love_of;loved;loved_of;lover_of;lovers_of;loves;loves_of;loving
אָהַל	bright;moved_~_tent;pitch_~_tent
אָהָל	aloes
אָוֶן	affliction;aven;Aven;calamity;crime;deceit;delusion;disaster;distress;evil;harm;idol;iniquity;iniquity_of;injustice;mischief;misfortune;nothing;On;sorrow;trouble;unrighteous;wealth;wicked;wicked_of;wickedness;wrong
אָוָה	crave;craved;craves;desire;desired;desires;draw_a_line;had_a_craving;longingly;they_craved;yearns_for
אָז	always;at_that_time;now;of_old;old;once;since;then;time;when;yet
אָזֵן	utensils_of
אָזַל	disappears;goes_away;gone
אָזַן	give_ear;give_heed;hear;heed;listen;listen_to;listened;pay_attention;pays_attention;weighing
אָזַר	binds;clothed;encircle_of;gird;gird_on;gird_up;girded;girded_with;girded_~_with_of;strengthen
אָח	ah;alas;another_of;associates_of;brazier;brother;brother's_of;brother_of;brotherhood;brothers;brothers_of;companions_of;countryman_of;countrymen_of;cousins_of;equal_with_brother_of;family_of;fellow_of;kinsmen_of;other_of;people_of;relative_of;relatives;relatives_of
אָחַד	slash
אָחַז	acquire_property;acquired;acquired_property;attached;bar;catch;caught;chosen;covers;drawn;drawn_by_lot;fastened;grasp;grasping;handle;have_possessions;held;held_fast;hold;hold_~_out;inserted;joined;lay_hold;seize;seized;seizes;supports;take_hold;take_hold_of;take_possession;taken;taken_hold;taken_hold_of;takes_hold;took;took_hold;wearing_of
אָחַר	delay;delayed;late_of;linger;linger_of;postpone;slow;stayed;tarry
אָחָז	Ahaz
אָחוֹר	away;back;back_of;backs;backs_of;backward;behind;future;hindquarters_of;quiet;rear;time_to_come;west
אָחוֹת	another_of;other_of;sister;sister's_of;sister_of;sisters_of
אָחוּ	reeds
אָטֵר	Ater
אָטַם	closes;narrow;recessed;shuts;stops;stops_up
אָטַר	close
אָטָד	bramble;thorns
אָיַב	be_an_enemy;enemies;enemies_of;enemy;enemy's_of;enemy_of;foe;foes_of
אָיֹם	awesome;dreaded
אָכִישׁ	Achish
אָכֵן	but;for;however;in_fact;nevertheless;surely;truly
אָכַל	ate;ate_of;ate_up;claimed;consume;consume_of;consumed;consumes;consuming;destroyed;devour;devour_of;devoured;devourer;devouring;devours;earn;eat;eat_of;eat_up;eat_up_of;eat_~_up;eaten;eaten_away;eater;eating;eating_of;eats;eats_of;enjoy;enjoys;feast;fed;fed_of;feed;feed_of;feeding;food;gave_~_to_eat;give_~_to_eat;he_ate;lived_on;prey;tasted;to_be_eaten;to_eat;to_use;took_~_away;using_up;we_ate;will_eat;you_may_eat
אָכַף	urges_~_on
אָלַח	corrupt
אָלַם	binding;mute;silent;speechless;unable_to_speak
אָלַף	increase_by_thousands;learn;teach;teaches;teaches_of
אָלַץ	pestered
אָלָה	curse;curses;curses_of;cursing;lament;oath;oath_of;oaths;public_adjuration;swear;swearing;swears;take_oath;uttered_a_curse
אָלוּשׁ	Alush
אָמִי	Ami
אָמִיר	amorites;branch
אָמֵן	amen;truth
אָמֵץ	became_hostile;collect;courageous;determined;encourage;grow_strong;harden;hardened;increases;made_firm;made_strong;makes_~_strong;managed;mighty;muster;obstinate;steady;strengthen;strengthened;strong;stronger;supported;take_courage;victorious
אָמַל	droops;fails;languish;languished;languishes;pines_away;wither;withered;withers
אָמַן	assured;believe;believed;believes;bringing_up;carried;chronic;confirmed;endure;enduring;established;faithful;faithful_of;firm;fulfilled;guardians;guardians_of;had_~_confidence;have_faith;have_~_assurance;is_~_reliable;lasting;nurse;nurse_of;nurtured;puts_~_trust;reliable;stand;stand_firm;stand_firm_in_~_faith;stand_still;sure;trust;trusted;trusts;trustworthy;trustworthy_of;verified
אָמַר	added;advised;agreed;announce;answer;answered;ask;asked;asking;asks;assigned;boast;call;called;calls;claims;command;commanded;commands;consider;continued;cried;cry;decided;declare;declared;desired;feared;gave_orders;gave_the_command;he_declares;he_said;I_say;indicate;intend;intended;intending;name;named;ones_saying;ordered;plan;ponder;proclaimed;promised;promising;read;recite;replied;reply;respond;said;say;saying;says;sent_word;shows;speak;speaking;speaks;spoke;spoken;tell;telling;tells;think;thinking;thought;to_declare;to_promise;to_say;told;urged;use;uttered;will_you_say
אָמָה	female_servant_of;female_slave;female_slave_of;female_slaves_of;maid_of;maids;maids_of;maidservant_of;maidservants_of;servant's_of;servant_of;slave;slave_girl_of;slave_girls_of;slave_woman;slave_woman_of;slave_women_of
אָמֹץ	strong
אָמָּן	master
אָמוֹן	Amon;craftsmen;master_workman
אָמוֹץ	Amoz
אָן	at_where?;how?;how_long;long;to_her;to_here;to_there;to_when?;when?;where;wherever
אָנַח	groan;groaned;groaning;groans;sigh
אָנַן	complain;complained
אָנַס	compulsion
אָנַף	angry
אָנַק	groan
אָנַשׁ	ill
אָנָה	befall;befalls;fall;lament;mourn;seeking_a_quarrel
אָנֹכִי	I;me
אָנָּא	alas;o;please
אָנוּשׁ	desperately_sick;fatal;incurable
אָסְנַפַּר	Osnappar
אָסְנַת	Asenath
אָסִיף	ingathering
אָסִיר	prisoners;prisoners_of
אָסַף	accumulated;assemble;assembled;assembling;attached;bring;brought;brought_in_again;came_together;collected;cure;destroy;disappear;do_so;drew_~_up;garner_of;gather;gather_around;gather_in;gather_of;gather_together;gather_up;gather_~_together;gathered;gathered_in;gathered_together;gathered_up;gathering;gathers;harvest;I_will_gather;lose;mustered;put;put_~_together;rear_guard;rear_guard_of;receive;returned;sweep_away;take;take_away;taken;taken_away;to_be_gathered;to_gather;to_sweep_away;took;victims_of;wane;withdraw;withdraws;withdrew
אָסַר	begin;bind;binding_of;binds;bound;captured;confined;engaged_in;get_ready;got_~_ready;harness;held_captive;hitch;hitched;instruct;kept_in_prison;made_ready;prepare_~_chariot;prison;prisoners;put_~_inbondage;stay;strapped;tie_~_up;tied;to_tie;to_tie_up;we_will_tie_up
אָסָא	Asa;Asa's
אָסָם	barns_of
אָסָף	Asaph
אָסֹף	storehouse;storerooms_of;stores
אָסוֹן	harm;serious_injury
אָסוּךְ	jar_of
אָע	beam;timber;wood
אָפְסַיִם	ankle-deep
אָפִיל	late_in_coming_up
אָפִיק	brooks_of;channels_of;ravines;ravines_of;rows_of;stream_beds_of;streambed_of;streams;streams_of;strong;tubes_of
אָפֵל	gloom
אָפֵס	ceased;gone;no_more
אָפַד	fasten;fastened
אָפַף	closed_in;encompassed
אָפַק	control;controlled;controlling;forced;restrain;restrained;withheld
אָפָה	bake;baked;baker;bakers;bakers';bakes;smolders_of
אָצִיל	farthest_corners_of;leaders_of
אָצֵל	Azal;Azel
אָצַל	keep;reserved;set_back;take;took
אָצַר	appointed_as_treasurers;store_up;stored_up
אָרְבָּה	trickery_of
אָרֵךְ	length_of;long_of;patient_of;slow_of
אָרַב	ambush;ambush_of;ambushes;hide;in_the_ambush;intrigue_of;lay_in_wait;lie_in_ambush;lie_in_wait;lies_in_wait;lurked;lurks;lying_in_wait;men_in_ambush
אָרַג	weave;weaver;weaver's;weavers;weaving
אָרַח	Arah;goes;traveler;traveler's
אָרַךְ	continued;delay;endures;lengthen;long;made_~_long;patient;prolong;prolong_~_life;prolonged;prolongs_~_life;reign_long;slow;stick_out;they_outlived;you_may_live_long;you_will_live_long
אָרַר	accursed;brings_a_curse;cause_~_suffering;curse;curse!;curse_of;cursed;to_curse
אָרַשׂ	become_engaged;become_engaged_to;betroth;betrothed;engaged
אָרָה	gathered;pick
אָרֹךְ	long;longer
אָרוּז	made_secure
אָשְׁיָה	towers_of
אָשֵׁד	slopes;slopes_of
אָשֵׁם	guilt_offering;guilty
אָשֵׁר	Asher;Asher's
אָשֵׁרִי	Asherites
אָשַׁם	acknowledge_~_guilt;bear_~_guilt;become_guilty;becomes_guilty;condemned;guilty;he_did_wrong;held_guilty;incur_guilt;incurred_guilt;incurs_guilt;punished;ruined;suffer;suffer_for_~_guilt;they_became_guilty;to_be_guilty;to_do_wrong;wronged
אָשַׁף	enchanter;enchanters
אָשַׁר	blessed;call_~_blessed;call_~_happy;called_~_blessed;commended;correct;direct;guide_of;guided_of;happy;leaders_of;walk
אָשָׁם	guilt;guilt_offering;guilt_offering_of;guilt_offerings;guilty_of;penalty_of;wrong;wrong_of
אָשׁוּר	daughter_of-cypresses
אָת	signs;signs_of
אָתָה	bring;came;come;come_back;comes;comes_upon
אָתוֹן	donkey;donkey's_of;donkey_of;donkeys;female_donkeys
אֹבֵד	destruction
אֹבֶן	birthstool;wheel
אֹבֹת	Oboth
אֹדֶם	carnelian
אֹהֶל	home_of;homes_of;jambs;Ohel;tent;tent_dwellers;tent_of;tents;tents_of
אֹהַב	love
אֹהַד	Ohad
אֹודֹות	accounts_of;because_of;concerned_of;concerning_of;matter_of;reason;reasons_of;sake_of
אֹזֶן	attention_of;ear;ear_of;ears;ears_of;hearing_of;privately_of
אֹחַ	howling_creatures
אֹכֶל	eat_of;eaten;food;food_of;meal;prey
אֹמְנָה	doorposts
אֹמֶן	trustworthiness
אֹמֶץ	stronger
אֹמֶר	command;matter;promise;speech
אֹן	On
אֹנֶה	mourners';mourning
אֹסֵף	gathered_of;gathers_of;harvest
אֹפֶל	darkness;darkness_of;gloom;shadows;thick_darkness
אֹפֶן	fitly_of
אֹצֶם	Ozem
אֹרְחָה	caravan_of;caravans_of
אֹרֶב	ambush_of
אֹרֶךְ	base_of;endless_of;entire_of;high;length;length_of;long;long_of
אֹרֶן	cedar;Oren
אֹרַח	caravans;caravans_of;conduct_of;course;path;path_of;paths;paths_of;road;traveler;way;way_of;ways_of
אֹרֹת	herbs;morning
אֹשׁ	foundations;foundations_of
אֹשֶׁר	happy_of
אֻבָל	canal;canal_of
אֻזֵּן שֶׁאֱרָה	-sheerah;Uzzen-
אֻכָל	Ucal
אֻמְלַל	languishing
אֻמְנָם	indeed;really
אֻמָּה	nation;nations;peoples;tribal;tribes_of
אֻרְוָה	stalls;stalls_of
אֻרִי	Uri
אׇבְדַן	destruction_of
אׇהֳלִיאָב	Oholiab
אׇהֳלִיבָה	Oholibah
אׇהֳלִיבָמָה	Oholibamah
אׇהֳלָה	Oholah
אׇזְנִי	Ozni;Oznites
אׇחֳרִי	another;other
אׇחֳרֵין	finally
אׇחֳרָן	another;one;other;someone_else
אׇכְלָה	devour;eat;food;fuel
אׇמְנָה	brought_up;really;true
אׇמְנָם	indeed;no_doubt;of_a_truth;true;truly
אׇסְפַּרְנָא	diligently;in_full;strictly;with_all_diligence;with_diligence
אׇרְנָן	Ornan
אבדה	abaddon_of
אהב	love;loved;loves
אוֹ	and;at_least;but;either;either_~_or;if;or;whether;whether_~_or
אוֹב	ghost;medium;mediums;spirit;wineskins
אוֹבִיל	Obil
אוֹי	alas;woe
אוֹיָה	woe
אוֹמָר	Omar
אוֹן	manhood_of;might;On;power;power_of;strength_of;strong_of;virility;wealth;wealth_of
אוֹנָם	Onam
אוֹנָן	Onan
אוֹנוֹ	Ono
אוֹפִיר	gold_of_Ophir;Ophir
אוֹפָן	threshing_wheel;wheel;wheel_of;wheels;wheels_of
אוֹצָר	armory_of;cellars_of;storage;storehouse;storehouse_of;storehouses;storehouses_of;stores;stores_of;treasure;treasure_of;treasures;treasures_of;treasuries;treasuries_of;treasury;treasury_of
אוֹר	bright;brighten;brightened;broke;dawn;daylight;dusk;early_morning;enlightening_of;give_light;give_~_light;given_~_light;gives_light;he_will_give_light;kindle_fire;light;light_of;lightning;lightning_of;lights;lights_up;lit_up;make_a_fire;makes_~_shine;resplendent;shine;shining;shone;sun;sunshine
אוֹרָה	light
אוֹת	accounts_of;banners;emblems_of;mark;omens_of;sign;sign_of;signs;signs_of
אוּאֵל	Uel
אוּד	brand;burning_stick;firebrands
אוּזַי	Uzai
אוּזָל	Uzal
אוּל	bodies_of
אוּלַי	if;if_~_not;it_may_be_that;perhaps;suppose;Ulai
אוּלָם	as_for;but;however;instead;nevertheless;now;surely;truly;Ulam
אוּפָז	Uphaz
אוּץ	hasty;hurry;in_a_hurry;moves_quickly;narrow;run_away;try;urged;urgent
אוּר	east;fire;light_of;Ur;urim;urim_of
אוּרִי	Uri
אוּרִיָּה	Uriah;Uriah's
אוּרִיָּהוּ	Uriah
אוּרִיאֵל	Uriel
אוּת	agree;agreed;consent
אוה	want
אזה	heat;heated;hot
אחז	behold
אלה	tried
אסף	bring_~_to_an_end;surely_destroy
ארב	set_an_ambush
ארג	-oregim
אשׁם	guilt_of;guilt_offering_of
אשׁרן	structure
אשׁשׁ	consider
בֶלַע	devour;what_~_hasswallowed_of
בַחוּן	siege_towers_of
בְּ	-basshebeth;-benob;about;about_the;accompanied_by;according_to;according_to_the;after;after_the;against;against_that;against_the;against_THE;against_this;against_those;along;along_the;along_with;also_the;although;amid;among;among_the;among_THE;among_those;and;any_of;around;as;as_long_as;as_the;as_~_as;at;at_a;at_that;at_THE;at_the;at_the_cost_of;at_the_risk_of;at_the_time;based_on;because;because_of;because_of_the;before;before_the;behind;between;both_the;but;by;by_a;by_the;by_THE;by_those;concerning;concerning_their;despite;during;during_the;even;for;for_a;for_the;for_the_sake_of;for_their;from;from_the;from_the_time;has;have;him;how;if;in;in_a;in_accord_with;in_addition_to;in_connection_with;in_exchange_for;in_exchange_for_the;in_his;in_regard_to;in_regard_to_the;in_spite_of;in_spite_of_the;in_that;in_the;in_THE;in_their;in_this;in_those;inside;inside_the;into;into_a;into_his;into_the;inward;just;like;like_the;My Delight Is in Her;near;of;of_a;of_the;off;on;on_a;on_account_of;on_his;on_that;on_THE;on_the;on_these;on_this;on_your;on_~_account;onto;onto_the;out_THE;over;over_the;regarding;since;so;so_that;some_of;that;the;though;though_the;through;through_the;through_THE;throughout;throughout_the;to;to_a;to_the;toward;toward_the;towards;trouble;under;under_the;up_the;up_to_the;upon;upon_the;when;whenever;whether;whether_an;whether_the;while;while_the;will;with;with_a;with_an;with_rod;with_the;with_THE;with_these;with_this;within;within_the
בְּאֵר	Beer;Beer-;pit;pit_of;pits_of;well;well_of;wells;wells_of
בְּאֵר אֵילִים	Beer-
בְּאֵר אֵלִים	-elim
בְּאֵר לַחַי רֹאִי	-roi
בְּאֵרִי	Beeri
בְּאֵרָא	Beera
בְּאֵרָה	Beerah
בְּאֵרֹת בְּנֵי יַעֲקָן	Beeroth Bene-
בְּאֵרֹת בְּנֵייַעֲקָן	-jaakan;Beeroth Bene-
בְּאֵרֹתִי	Beerothite;Beerothites
בְּאֵרוֹת	Beeroth
בְּאֵשׁ	distressed
בְּאֹשׁ	stench_of
בְּדִיל	alloy_of;ceremonial;tin
בְּדַד	Bedad
בְּדַר	scatter
בְּדָן	Barak;Bedan
בְּדֹלַח	bdellium
בְּהִילוּ	haste
בְּהֵמָה	animal;animal_of;animals;animals_of;beast;beasts;beasts_of;brute_beast;cattle;cattle_of;domestic_animal;livestock;livestock_of;mount;wild_animals_of
בְּהֵמוֹת	behemoth
בְּהַל	alarm;alarmed;became_~_terrified;haste;hurried;terrified;terrify
בְּהֹון	thumbs/big_toes_of
בְּחֻרִים	youth_of
בְּחוּרֹות	youth_of
בְּטֵל	delay;discontinued;stop;stopped
בְּטֹנִים	Betonim
בְּכִי	sources;tears;weep;weeping;weeping_of;wept
בְּכִירָה	firstborn
בְּכִית	mourning_of
בְּכֹר	firstborn;firstborn_of;firstlings_of;oldest
בְּכֹרָה	birthright;birthright_of;firstborn
בְּכוֹרַת	Becorath
בְּלִי	destruction;lack_of;no;no_more;no_of;not;not_anything_of;not_of;nothing_of;there_is_no;there_was_no_of;without;without_of
בְּלִיַּעַל	destruction;evil;vile;wicked;wickedness;worthless
בְּלִיל	fodder_of
בְּלֹוי	old_of;worn-out_of
בְּלוֹ	custom;tribute
בְּמוֹ	from;in;into;through;with
בְּנִינוּ	Beninu
בְּנֵי בְרַק	Bene-
בְּנֵי יַעֲקָן	-jaakan;Bene-
בְּנֵיבְרַק	-berak
בְּנַס	became_~_angry
בְּנָה	building;built;rebuild;rebuilding;rebuilt;under_construction
בְּנָיָה	Benaiah
בְּנָיָהוּ	Benaiah
בְּסוֹדְיָה	Besodeiah
בְּעִיר	animals_of;cattle_of;livestock_of
בְּעֵל	officer_of
בְּעֵרָה	fire
בְּעֶלְיָדָע	Beeliada
בְּעֶשְׁתְּרָה	Beeshterah
בְּעָלוֹת	Bealoth
בְּעָתָה	terror
בְּעֹן	Beon
בְּעוֹר	Beor
בְּצַלְאֵל	Bezalel
בְּקִיעַ	breaches_of;pieces
בְּקַר	a_search_~_conducted;a_search_~_made;enquire;searched
בְּרִיאָה	something_new
בְּרִיחַ	bar;bars;bars_of;crossbars_of;fugitives_of;gate_bars_of
בְּרִיעִי	Beriites
בְּרִיעָה	Beriah
בְּרִית	allies_of;covenant;covenant_of;covenants;terms;treaty;treaty_of
בְּרֵכָה	pool;pool_of;pools;reservoirs_of
בְּרַךְ	blessed;got_down;knees_of
בְּרַם	but;however;nevertheless
בְּרָאיָה	Beraiah
בְּרָכָה	Beracah;blessing;blessing_of;blessings;blessings_of;generous;gift;gift_of;peace
בְּרֹאדַךְ בַּלְאֲדָן	-baladan;Merodach-
בְּרֹמִים	colored_material
בְּרוֹשׁ	cypress;cypresses;cypresses_of;fir;fir_trees;pine_of;pine_trees;spears
בְּרוֹת	cypresses
בְּשַׁר	flesh;living_beings;mortals
בְּשֹׂרָה	good_news;news;reward
בְּשׂוֹר	Besor
בְּתוּאֵל	Bethuel;Bethul
בְּתוּלִים	evidence_of_~_virginity;evidence_of_~_virginity_of;virgin;virgin_of;virginity_of
בְּתוּלָה	maidens;virgin;virgin_of;virgins;young_woman;young_women;young_women_of
